Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Ruotsalainen, S., Sirvií_, J., Jí_kí_lí_, P., Puumala, T., MacDonald, E., Riekkinen Sr., P.",Differential effects of three 5-HT receptor antagonists on the performance of rats in attentional and working memory tasks,1997,European Neuropsychopharmacology,7,2,,99,108,,43,http://www.scopus.com/inward/record.url?eid=2-s2.0-0030909398&partnerID=40&md5=119d4670c07f98d7cbbcbcd10d5292c6,Article,Scopus,2-s2.0-0030909398
"Dí_zel, E., Hufnagel, A., Helmstaedter, C., Elger, C.",Verbal working memory components can be selectively influenced by transcranial magnetic stimulation in patients with left temporal lobe epilepsy,1996,Neuropsychologia,34,8,,775,783,,38,http://www.scopus.com/inward/record.url?eid=2-s2.0-0342936424&partnerID=40&md5=43a237457bab019b676760b04fb25a86,Article,Scopus,2-s2.0-0342936424
"Daum, I., Schugens, M.M., Spieker, S., Poser, U., Schonle, P.W., Birbaumer, N.",Memory and skill acquisition in Parkinson's disease and frontal lobe dysfunction,1995,Cortex,31,3,,413,432,,72,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029134707&partnerID=40&md5=3da84f649339706d97267118e859b292,Article,Scopus,2-s2.0-0029134707
"Squire, L.R., Alvarez, P.",Retrograde amnesia and memory consolidation: A neurobiological perspective,1995,Current Opinion in Neurobiology,5,2,,169,177,,624,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028902884&partnerID=40&md5=6ff1d8bb390e260401fafa0329b4b74c,Review,Scopus,2-s2.0-0028902884
"Zhu, X.O., Brown, M.W., Aggleton, J.P.",Neuronal signalling of information important to visual recognition memory in rat rhinal and neighbouring cortices,1995,European Journal of Neuroscience,7,4,,753,765,,119,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028915750&partnerID=40&md5=0112346f2a26da76fdf450d56ad230ea,Article,Scopus,2-s2.0-0028915750
"Van Der Hurk, P.R., Hodges, J.R.",Episodic and semantic memory in Alzheimer's disease and progressive supranuclear palsy: A comparative study,1995,Journal of Clinical and Experimental Neuropsychology,17,3,,459,471,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029058886&partnerID=40&md5=92e3ff70c20dd3b24103fbfc060cdfbb,Article,Scopus,2-s2.0-0029058886
"Coleman-Mesches, K., McGaugh, J.L.",Differential involvement of the right acid left amygdalae in expression of memory for aversively motivated training,1995,Brain Research,670,1,,75,81,,59,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028814608&partnerID=40&md5=31d1fe866d84edba32c07693b8b4ac82,Article,Scopus,2-s2.0-0028814608
"Leonard, B.W., Amaral, D.G., Squire, L.R., Zola-Morgan, S.",Transient memory impairment in monkeys with bilateral lesions of the entorhinal cortex,1995,Journal of Neuroscience,15,8,,5637,5659,,131,http://www.scopus.com/inward/record.url?eid=2-s2.0-0029085626&partnerID=40&md5=f10e726ce7141a7ddb7c9b80d47573e7,Article,Scopus,2-s2.0-0029085626
"Litvan, I., Sirigu, A., Toothman, J., Grafman, J.",What can preservation of autobiographic memory after muscarinic blockade tell us about the scopolamine model of dementia?,1995,Neurology,45,2,,387,389,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028878677&partnerID=40&md5=b5ced0750713fb987027bb3764818a3d,Article,Scopus,2-s2.0-0028878677
"Rose, S.P.R.","Cell-adhesion molecules, glucocorticoids and long-term-memory formation",1995,Trends in Neurosciences,18,11,,502,506,,121,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028824502&partnerID=40&md5=2e30d43f74732d608999aab91d9171c0,Review,Scopus,2-s2.0-0028824502
"Hodges, J.R., McCarthy, R.A.",Loss of remote memory: A cognitive neuropsychological perspective,1995,Current Opinion in Neurobiology,5,2,,178,183,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-0028932745&partnerID=40&md5=c421e3ab65ca14455e44771ddf4ef289,Review,Scopus,2-s2.0-0028932745
"Salmon, D.P., Butters, N., Schuckit, M.",Memory for temporal order and frequency of occurrence in detoxified alcoholics,1986,Alcohol,3,5,,323,329,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022535466&partnerID=40&md5=e7274351f5da4e5f810ad1db9921e776,Article,Scopus,2-s2.0-0022535466
"Jetter, W., Poser, U., Freeman Jr., R.B., Markowitsch, H.J.",A verbal long term memory deficit in frontal lobe damaged patients,1986,Cortex,22,2,,229,242,,126,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022495779&partnerID=40&md5=30915701add8a1fe4f4222059fc1001d,Article,Scopus,2-s2.0-0022495779
"Glisky, E.L., Schacter, D.L., Tulving, E.",Learning and retention of computer-related vocabulary in memory-impaired patients: Method of vanishing cues,1986,Journal of Clinical and Experimental Neuropsychology,8,3,,292,312,,144,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022573938&partnerID=40&md5=e112d6b0ff89e222594af1d6b16b2054,Article,Scopus,2-s2.0-0022573938
"Shimamura, A.P., Squire, L.R.",Korsakoff's syndrome: A study of the relation between anterograde amnesia and remote memory impairment,1986,Behavioral Neuroscience,100,2,,165,170,,48,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022575966&partnerID=40&md5=c161adccbf39b91e14911a58611e9b48,Article,Scopus,2-s2.0-0022575966
"Bachevalier, J., Mishkin, M.",Visual recognition impairment follows ventromedial but not dorsolateral prefrontal lesions in monkeys,1986,Behavioural Brain Research,20,3,,249,261,,207,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022479749&partnerID=40&md5=d928b06394a52a396964beb67ddd03d9,Article,Scopus,2-s2.0-0022479749
"Eichenbaum, H., Fagan, A., Cohen, N.J.",Normal olfactory discrimination learning set and facilitation of reversal learning after medial-temporal damage in rats: Implications for an account of preserved learning abilities in amnesia,1986,Journal of Neuroscience,6,7,,1876,1884,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022529479&partnerID=40&md5=08e9c3af4525deb1971689ca21bc8de1,Article,Scopus,2-s2.0-0022529479
"Butters, N., Wolfe, J., Granholm, E., Martone, M.","An assessment of verbal recall, recognition and fluency abilities in patients with Huntington's disease",1986,Cortex,22,1,,11,32,,78,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022589471&partnerID=40&md5=59a285d6d8fcac3ac12b7a721af5053b,Article,Scopus,2-s2.0-0022589471
"Pillon, B., Dubois, B., Lhermitte, F., Agid, Y.","Heterogeneity of cognitive impairment in progressive supranuclear palsy, Parkinson's disease, and Alzheimer's disease",1986,Neurology,36,9,,1179,1185,,137,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022518575&partnerID=40&md5=e810c3b4556dcdef7888997e854d3b4f,Article,Scopus,2-s2.0-0022518575
"Murray, E.A., Mishkin, M.",Visual recognition in monkeys following rhinal cortical ablations combined with either amygdalectomy or hippocampectomy,1986,Journal of Neuroscience,6,7,,1991,2003,,108,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022532909&partnerID=40&md5=14664e624fb3e98ae18ceb442eeba95f,Article,Scopus,2-s2.0-0022532909
"Martone, M., Butters, N., Trauner, D.",Some analyses of forgetting of pictorial material in amnesic and demented patients,1986,Journal of Clinical and Experimental Neuropsychology,8,3,,161,178,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022570366&partnerID=40&md5=37500af1bbd1ff24251549e6db468b3c,Article,Scopus,2-s2.0-0022570366
"Huston, J.P., Joosten, M., Tomaz, C.",Reversal learning of an avoidance response in detelencephalated rats,1986,Experimental Neurology,91,1,,147,153,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022624617&partnerID=40&md5=8d436a56387f2c86a81fa96be3115858,Article,Scopus,2-s2.0-0022624617
"Morris, R.G.",Short-term forgetting in senile dementia of the Alzheimer's type,1986,Cognitive Neuropsychology,3,1,,77,97,,79,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022626386&partnerID=40&md5=104b24653c9bff4f45bdb19aca5ac541,[No source information available],Scopus,2-s2.0-0022626386
"Watson, R.T., Fleet, W.S., Gonzalez-Rothi, L., Heilman, K.M.",Apraxia and the supplementary motor area,1986,Archives of Neurology,43,8,,787,792,,84,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022519149&partnerID=40&md5=4ee3ba13f216c063077c65ec600a2231,Article,Scopus,2-s2.0-0022519149
"Tomaz, C., Huston, J.P.",Survival of a conditioned inhibitory avoidance response after decerebration,1986,Experimental Neurology,93,1,,188,194,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022475311&partnerID=40&md5=ea15ec8ce22f2958b020010def0dc5db,Article,Scopus,2-s2.0-0022475311
"Leslie, F.M., Loughlin, S.E., Sternberg, D.B., McGaugh, J.L., Young, L.E., Zornetzer, S.F.",Noradrenergic changes and memory loss in aged mice,1985,Brain Research,359,2-Jan,,292,299,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022369496&partnerID=40&md5=6eaf68359df87ffcf34da58dbe62e045,Article,Scopus,2-s2.0-0022369496
"Meudell, P.R., Mayes, A.R., Ostergaard, A., Pickering, A.",Recency and frequency judgements in alcoholic amnesics and normal people with poor memory,1985,Cortex,21,4,,487,511,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022375482&partnerID=40&md5=ca0ad1bd9967c10ffa2f393731b4319c,Article,Scopus,2-s2.0-0022375482
"Izquierdo, I., Dias, R.D.","Influence on memory of posttraining or pre-test injections of ACTH, vasopressin, epinephrine, and ‘_-endorphin, and their interaction with naloxone",1985,Psychoneuroendocrinology,10,2,,165,172,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-0021796228&partnerID=40&md5=9653f831a2f2eb398618d87254e696c0,Article,Scopus,2-s2.0-0021796228
"Butters, N., Wolfe, J., Martone, M., Granholm, E., Cermak, L.S.","Memory disorders associated with huntington's disease: Verbal recall, verbal recognition and procedural memory",1985,Neuropsychologia,23,6,,729,743,,127,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022356508&partnerID=40&md5=4ab767dab0ab9a464f4dedba0cbf8064,Article,Scopus,2-s2.0-0022356508
"Grafman, J., Salazar, A.M., Weingartner, H., Vance, S.C., Ludlow, C.",Isolated impairment of memory following a penetrating lesion of the fornix cerebri,1985,Archives of Neurology,42,12,,1162,1168,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022379807&partnerID=40&md5=2cf21bb3d7a7b8bd0e5f4a171b2bf2bb,Article,Scopus,2-s2.0-0022379807
"Fanelli, R.J., Rosenberg, R.A., Gallagher, M.",Role of noradrenergic function in the opiate antagonist facilitation of spatial memory,1985,Behavioral Neuroscience,99,4,,751,755,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022256325&partnerID=40&md5=5d0fdb38ab2c71b294b3fa65c42283f2,Article,Scopus,2-s2.0-0022256325
"Mayes, A.R., Meudell, P.R., Pickering, A.",Is organic amnesia caused by a selective deficit in remembering contextual information?,1985,Cortex,21,2,,167,202,,50,http://www.scopus.com/inward/record.url?eid=2-s2.0-0022263590&partnerID=40&md5=dc390783bceb53da06a390f86e9e29bf,Review,Scopus,2-s2.0-0022263590
"Caltagirone, C., Gainotti, G., Masullo, C.",Oral administration of chronic physostigmine does not improve cognitive or mnesic performances in Alzheimer's presenile dementia,1982,International Journal of Neuroscience,16,4-Mar,,247,249,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-0020032644&partnerID=40&md5=044a4c5017e7f787d46c4ee486ae387d,Article,Scopus,2-s2.0-0020032644
"Markowitsch, H.J.",Retention performance of a learned delayed-alternation task after chemical lesions of the cat's mediodorsal nucleus,1982,Behavioural Brain Research,4,3,,263,277,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0020073030&partnerID=40&md5=4922345000185e4a6cc7c158fd5f3940,Article,Scopus,2-s2.0-0020073030
"Caltagirone, C., Gainotti, G., Masullo, C., Villa, G.",Neurophysiological study of normal pressure hydrocephalus,1982,Acta Psychiatrica Scandinavica,65,2,,93,100,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-0020062570&partnerID=40&md5=231bf9672d0b0cafedbbe2b7a9ff93a4,Article,Scopus,2-s2.0-0020062570
"Irle, E., Markowitsch, H.J.",Single and combined lesions of the cat's thalamic mediodorsal nucleus and the mamillary bodies lead to severe deficits in the acquisition of an alternation task,1982,Behavioural Brain Research,6,2,,147,165,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0019957404&partnerID=40&md5=7bed4bd3500e219fdba9ddb04a9e4207,Article,Scopus,2-s2.0-0019957404
"Meudell, P., Mayes, A.",A similarity between weak normal memory and amnesia with two and eight choice word recognition: A signal detection analysis,1981,Cortex,17,1,,19,29,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0019726444&partnerID=40&md5=4371f9eea7a479339fa2b53b959aac9c,Article,Scopus,2-s2.0-0019726444
"Kesner, R.P., Bierley, R.A., Pebbles, P.",Short-term memory: The role of d-amphetamine,1981,Pharmacology Biochemistry and Behavior,15,5,,673,676,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-0019790292&partnerID=40&md5=47d41d34bd2f978a19a0e5bbc2df429e,Article,Scopus,2-s2.0-0019790292
"Mayes, A.R., Meudell, P.R., Som, S.",Further similarities between amnesia and normal attenuated memory: Effects with paired-associate learning and contextual shifts,1981,Neuropsychologia,19,5,,655,664,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0019815141&partnerID=40&md5=5a71550f3571812c5733cf5b25e685f9,Article,Scopus,2-s2.0-0019815141
"Patterson, K.E., Lawler, E., Rochester, S.R.",Retrograde amnesia from electroconvulsive therapy,1978,Neuropsychologia,16,1,,91,97,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017883517&partnerID=40&md5=24c96bef8f07fbeb9529a1d329514597,Article,Scopus,2-s2.0-0017883517
"Gibbs, M.E., Ng, K.T., Richdale, A.L.",L-proline inhibition of long-term memory formation,1977,Neuroscience Letters,6,4,,355,360,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017655411&partnerID=40&md5=f6f0334aa790818e33f49e34244ed37a,[No source information available],Scopus,2-s2.0-0017655411
"Butters, N., Grady, M.",Effect of predistractor delays on the short term memory performance of patients with Korsakoff's and Huntington's disease,1977,Neuropsychologia,15,5-Apr,,701,706,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017737052&partnerID=40&md5=9f10b0ee3d35626e68234a1b9dc51a61,Article,Scopus,2-s2.0-0017737052
"Schacter, D.L., Crovitz, H.F.",Memory function after closed head injury: A review of the quantitative research,1977,Cortex,13,2,,150,176,,46,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017714318&partnerID=40&md5=1e5f3bd1731251dd2e2df05c1c3c16db,[No source information available],Scopus,2-s2.0-0017714318
"Gibbs, M.E., Ng, K.T.",Counteractive effects of norepinephrine and amphetamine on ouabain induced amnesia,1977,Pharmacology Biochemistry and Behavior,6,5,,533,537,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017711361&partnerID=40&md5=4b23e52cbe60892bb59a4aad0c5d5cb6,Article,Scopus,2-s2.0-0017711361
"Mondadori, C., Waser, P.G., Huston, J.P.","Time-dependent effects of post-trial reinforcement, punishment or ECS on passive avoidance learning",1977,Physiology and Behavior,18,6,,1103,1109,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-0017759844&partnerID=40&md5=b8d5d507c3875fb209b5c13791263c7b,Article,Scopus,2-s2.0-0017759844
"Haycock, J.W., Gold, P.E., Macri, J., McGaugh, J.L.",Noncontingent footshock attenuation of retrograde amnesia: A generalization effect,1973,Physiology and Behavior,11,1,,99,102,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015867920&partnerID=40&md5=e6044a8fc097abda9f3a43c316478385,Article,Scopus,2-s2.0-0015867920
"Gold, P.E., McGaugh, J.L.",Relationship between amnesia and brain seizures in rats,1973,Physiology and Behavior,10,1,,41,46,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015699329&partnerID=40&md5=d93228029bfd778fba1316f48ecc98c8,Article,Scopus,2-s2.0-0015699329
"Cermak, L.S., Butters, N., Gerrein, J.",The extent of the verbal encoding ability of Korsakoff patients,1973,Neuropsychologia,11,1,,85,94,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015544451&partnerID=40&md5=68839e65730cb735cab1fef88126ad87,Article,Scopus,2-s2.0-0015544451
"Gaffan, D.",Loss of recognition memory in rats with lesions of the fornix,1972,Neuropsychologia,10,3,,327,341,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015392073&partnerID=40&md5=910864012cbdfd98bc1a2011b3253cc8,Article,Scopus,2-s2.0-0015392073
"Samuels, I., Butters, N., Fedio, P.",Short term memory disorders following temporal lobe removals in humans.,1972,Cortex,8,3,,283,298,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015390337&partnerID=40&md5=0f0fbe61237d1a145622d164d232d05f,Article,Scopus,2-s2.0-0015390337
"Gold, P.E., King, R.A.",Amnesia: Tests of the effect of delayed footshock-electroconvulsive shock pairings,1972,Physiology and Behavior,8,5,,797,800,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015343172&partnerID=40&md5=c7ea47b3e380f8708e180a4a6329399d,Article,Scopus,2-s2.0-0015343172
"Azmitia Jr., E.C., McEwen, B.S., Quartermain, D.",Prevention of ECS-induced amnesia by reestablishing continuity with the training situation,1972,Physiology and Behavior,8,5,,853,855,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015341023&partnerID=40&md5=d09c094ea543c09a9df86696474ce7a6,Article,Scopus,2-s2.0-0015341023
"Cermak, L.S., Butters, N.",The role of interference and encoding in the short-term memory deficits of Korsakoff patients,1972,Neuropsychologia,10,1,,89,95,,28,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015328539&partnerID=40&md5=ac0fa9a7acca648f23ea97dd7b03faa2,Article,Scopus,2-s2.0-0015328539
"Zornetzer, S.F., McGaugh, J.L.",Electrophysiological correlates of frontal cortex-induced retrograde amnesia in rats,1972,Physiology and Behavior,8,2,,233,"234,IN11-IN12,235-238",,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015288496&partnerID=40&md5=f89fc300f72e7b6ce3ba48b91f76ec74,Article,Scopus,2-s2.0-0015288496
"McGaugh, J.L.",Impairment and facilitation of memory consolidation.,1972,Activitas Nervosa Superior,14,1,,64,74,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015254220&partnerID=40&md5=b4e5e2f26100c06e8b53fc0d02c17c5e,Article,Scopus,2-s2.0-0015254220
"Wilburn, M.W., Kesner, R.P.",Differential amnestic effects produced by electrical stimulation of the caudate nucleus and nonspecific thalamic system,1972,Experimental Neurology,34,1,,45,50,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015253781&partnerID=40&md5=15174f8a8d3ce1bb7011e8e176bbb726,Article,Scopus,2-s2.0-0015253781
"Butters, N., Pandya, D., Stein, D., Rosen, J.",A search for the spatial engram within the frontal lobes of monkeys.,1972,Acta Neurobiologiae Experimentalis,32,2,,305,329,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015269244&partnerID=40&md5=cdec5925de8cb97011e75ce93284c659,Article,Scopus,2-s2.0-0015269244
"Samuels, I., Butters, N., Goodglass, H., Brody, B.",A comparison of subcortical and cortical damage on short-term visual and auditory memory,1971,Neuropsychologia,9,3,,293,306,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015115183&partnerID=40&md5=3a410796aa052d3e827bd549bc96fb5a,Article,Scopus,2-s2.0-0015115183
"Cermak, L.S., Butters, N., Goodglass, H.",The extent of memory loss in Korsakoff patients,1971,Neuropsychologia,9,3,,307,315,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015119013&partnerID=40&md5=ee00a206d0db16e62abea7754b20462a,Article,Scopus,2-s2.0-0015119013
"Gold, P.E., Farrell, W., King, R.A.",Retrograde amnesia after localized brain shock in passive-avoidance learning,1971,Physiology and Behavior,7,5,,709,712,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015158046&partnerID=40&md5=a52f0fe971051624f0c22e66c1358471,Article,Scopus,2-s2.0-0015158046
"Kesner, R.P., D'Andrea, J.A.",Electroconvulsive shock disrupts both information storage and retrieval,1971,Physiology and Behavior,7,1,,73,76,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015085892&partnerID=40&md5=906e2d01f3f8589ee6cfdf1514288cc5,Article,Scopus,2-s2.0-0015085892
"Samuels, I., Butters, N., Goodglass, H.",Visual memory deficits following cortical and limbic lesions: effect of field of presentation,1971,Physiology and Behavior,6,4,,447,452,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015039960&partnerID=40&md5=4440f9baef1944d75ac8a2a0446a8950,Article,Scopus,2-s2.0-0015039960
"Randt, C.T., Barnett, B.M., McEwen, B.S., Quartermain, D.",Amnesic effects of cycloheximide on two strains of mice with different memory characteristics,1971,Experimental Neurology,30,3,,467,474,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-0015027663&partnerID=40&md5=c9a30168b4184eb061c777e36830b06a,Article,Scopus,2-s2.0-0015027663
"Butters, N., Samuels, I., Goodglass, H., Brody, B.",Short-term visual and auditory memory disorders after parietal and frontal lobe damage.,1970,Cortex,6,4,,440,459,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-0014924324&partnerID=40&md5=6f72e44bca4aef6029da5152501dfe9e,Article,Scopus,2-s2.0-0014924324
"Zornetzer, S., McGaugh, J.L.",Effects of frontal brain electroshock stimulation on EEG activity and memory in rats: relationship to ECS-produced retrograde amnesia.,1970,Journal of Neurobiology,1,4,,379,394,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-0014893449&partnerID=40&md5=f38178f421852197b5971e677c32f188,Article,Scopus,2-s2.0-0014893449
"McGaugh, J.L., Krivanek, J.A.",Strychnine effects on discrimination learning in mice: Effects of dose and time of administration,1970,Physiology and Behavior,5,12,,1437,1442,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-0014894885&partnerID=40&md5=938d59007ad41d5c5c188f279944796c,Article,Scopus,2-s2.0-0014894885
"Jaffard, R., Cardo, B.",Influence of intracortical injections of ribonuclease on the acquisition and retention of operant behavior and visual discrimination,1970,Physiology and Behavior,5,11,,1303,1308,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-0014872068&partnerID=40&md5=09a2b3a6890734f2339e63e54043dcd4,Article,Scopus,2-s2.0-0014872068
"McGaugh, J.L., Landfield, P.W.",Delayed development of amnesia following electroconvulsive shock,1970,Physiology and Behavior,5,10,,1109,1113,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-0014855882&partnerID=40&md5=f97dcf22a6eea2a7d79aad45dc8837d3,Article,Scopus,2-s2.0-0014855882
"Kesner, R.P., McDonough Jr., J.H., Doty, R.W.",Diminished amnestic effect of a second electroconvulsive seizure,1970,Experimental Neurology,27,3,,527,533,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-0014804888&partnerID=40&md5=fa469230b112bb61e06bdec9fd4657a8,Article,Scopus,2-s2.0-0014804888
