Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Browning, P.G.F., Gaffan, D.",Prefrontal cortex function in the representation of temporally complex events,2008,Journal of Neuroscience,28,15,,3934,3940,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-43049178293&partnerID=40&md5=8b0c2bbe512947c85d112c1ef50a34a2,Article,Scopus,2-s2.0-43049178293
"Tikhonravov, D., Neuvonen, T., Pertovaara, A., Savioja, K., Ruusuvirta, T., NÃ_Ã_tÃ_nen, R., Carlson, S.",Effects of an NMDA-receptor antagonist MK-801 on an MMN-like response recorded in anesthetized rats,2008,Brain Research,1203,,,97,102,,47,http://www.scopus.com/inward/record.url?eid=2-s2.0-40949101278&partnerID=40&md5=0a709b981f1dca4f660e0cbc8081d805,Article,Scopus,2-s2.0-40949101278
"Bailey, C.H., Kandel, E.R.","Chapter 10 Synaptic remodeling, synaptic growth and the storage of long-term memory in Aplysia",2008,Progress in Brain Research,169,,,179,198,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-41349094144&partnerID=40&md5=6f41d61e49662228e54bb4143d5c8d36,Review,Scopus,2-s2.0-41349094144
"Rugg, M.D., Johnson, J.D., Park, H., Uncapher, M.R.",Chapter 21 Encoding-retrieval overlap in human episodic memory: A functional neuroimaging perspective,2008,Progress in Brain Research,169,,,339,352,,53,http://www.scopus.com/inward/record.url?eid=2-s2.0-41349097915&partnerID=40&md5=122d86597ded2392ee114d6c3b3f8e67,Review,Scopus,2-s2.0-41349097915
"Koene, R.A., Hasselmo, M.E.",Consequences of parameter differences in a model of short-term persistent spiking buffers provided by pyramidal cells in entorhinal cortex,2008,Brain Research,1202,,,54,67,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-40749144840&partnerID=40&md5=ab1c4e8db68cc92a90dadd0308773555,Article,Scopus,2-s2.0-40749144840
"Helmstaedter, C., Loer, B., Wohlfahrt, R., Hammen, A., Saar, J., Steinhoff, B.J., Quiske, A., Schulze-Bonhage, A.",The effects of cognitive rehabilitation on memory outcome after temporal lobe epilepsy surgery,2008,Epilepsy and Behavior,12,3,,402,409,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-40649123543&partnerID=40&md5=6ef60c54fa11b0a19d8ce6ac2164c978,Article,Scopus,2-s2.0-40649123543
"Duff, M.C., Wszalek, T., Tranel, D., Cohen, N.J.",Successful life outcome and management of real-world memory demands despite profound anterograde amnesia,2008,Journal of Clinical and Experimental Neuropsychology,30,8,,931,945,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-54349098036&partnerID=40&md5=cb0b035efda7cebcdc806d2f8b49983f,Article,Scopus,2-s2.0-54349098036
"Bekinschtein, P., Cammarota, M., Izquierdo, I., Medina, J.H.",Reviews: BDNF and memory formation and storage,2008,Neuroscientist,14,2,,147,156,,93,http://www.scopus.com/inward/record.url?eid=2-s2.0-40449100043&partnerID=40&md5=4b7cf1a581e0d9af80749c8e7f6f4800,Review,Scopus,2-s2.0-40449100043
"Wilson, C.R.E., Baxter, M.G., Easton, A., Gaffan, D.",Addition of fornix transection to frontal-temporal disconnection increases the impairment in object-in-place memory in macaque monkeys,2008,European Journal of Neuroscience,27,7,,1814,1822,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-41549086538&partnerID=40&md5=3b6b7bf23830f3424529fc6efbd39441,Article,Scopus,2-s2.0-41549086538
"Ferry, B., McGaugh, J.L.",Involvement of basolateral amygdala Î±2-adrenoceptors in modulating consolidation of inhibitory avoidance memory,2008,Learning and Memory,15,4,,238,243,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-42149114537&partnerID=40&md5=51037e75bd6f8ab0d4fed21ffdaef1bb,Article,Scopus,2-s2.0-42149114537
"Stern, Y., Zarahn, E., Habeck, C., Holtzer, R., Rakitin, B.C., Kumar, A., Flynn, J., Steffener, J., Brown, T.",A common neural network for cognitive reserve in verbal and object working memory in young but not old,2008,Cerebral Cortex,18,4,,959,967,,41,http://www.scopus.com/inward/record.url?eid=2-s2.0-40849095968&partnerID=40&md5=2e1172dadf77b8232db76dbf76b300d4,Article,Scopus,2-s2.0-40849095968
"Boyle, P.A., Wilson, R.S., Schneider, J.A., Bienias, J.L., Bennett, D.A.",Processing resources reduce the effect of Alzheimer pathology on other cognitive systems,2008,Neurology,70,17,,1534,1542,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-42549168368&partnerID=40&md5=7a558d1b4b5cb0f8d577b6e0e519bc73,Article,Scopus,2-s2.0-42549168368
"Park, H., Rugg, M.D.",The relationship between study processing and the effects of cue congruency at retrieval: fMRI support for transfer appropriate processing,2008,Cerebral Cortex,18,4,,868,875,,15,http://www.scopus.com/inward/record.url?eid=2-s2.0-40849095969&partnerID=40&md5=a990da1d966fee7a6afbc89bb47e114f,Article,Scopus,2-s2.0-40849095969
"Eschenko, O., Ramadan, W., MÃ¶lle, M., Born, J., Sara, S.J.",Sustained increase in hippocampal sharp-wave ripple activity during slow-wave sleep after learning,2008,Learning and Memory,15,4,,222,228,,58,http://www.scopus.com/inward/record.url?eid=2-s2.0-42149120166&partnerID=40&md5=10e6225ccd0f7e45fe16a2a2fbf53671,Article,Scopus,2-s2.0-42149120166
"Roks, G., Korf, E.S.C., Van Der Flier, W.M., Scheltens, P., Stam, C.J.",The use of EEG in the diagnosis of dementia with Lewy bodies,2008,"Journal of Neurology, Neurosurgery and Psychiatry",79,4,,377,380,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-41149114085&partnerID=40&md5=596cd187226408db99f1da2c8da25ae9,Article,Scopus,2-s2.0-41149114085
"Allen, H.A., Humphreys, G.W., Matthews, P.M.",A Neural Marker of Content-Specific Active Ignoring,2008,Journal of Experimental Psychology: Human Perception and Performance,34,2,,286,297,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-43049098283&partnerID=40&md5=7a355aa49fe037c04fec0d293861d9e2,Article,Scopus,2-s2.0-43049098283
"Ferdinand, N.K., Mecklinger, A., Kray, J.",Error and deviance processing in implicit and explicit sequence learning,2008,Journal of Cognitive Neuroscience,20,4,,629,642,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-41649110702&partnerID=40&md5=0c3973189f001235b5dc20bfbacf5db4,Article,Scopus,2-s2.0-41649110702
"Meyer-Lindenberg, A., Nicodemus, K.K., Egan, M.F., Callicott, J.H., Mattay, V., Weinberger, D.R.",False positives in imaging genetics,2008,NeuroImage,40,2,,655,661,,72,http://www.scopus.com/inward/record.url?eid=2-s2.0-40849106400&partnerID=40&md5=829d029ba0f9e91d8924b446c369022c,Article,Scopus,2-s2.0-40849106400
"Grill-Spector, K., Golarai, G., Gabrieli, J.",Developmental neuroimaging of the human ventral visual cortex,2008,Trends in Cognitive Sciences,12,4,,152,162,,46,http://www.scopus.com/inward/record.url?eid=2-s2.0-41149099409&partnerID=40&md5=85555432fa43d03d5cd06ed26545740f,Review,Scopus,2-s2.0-41149099409
"Gleissner, U., Kuczaty, S., Clusmann, H., Elger, C.E., Helmstaedter, C.",Neuropsychological results in pediatric patients with epilepsy surgery in the parietal cortex,2008,Epilepsia,49,4,,700,704,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-43349092967&partnerID=40&md5=f10a936f7b74ae1bf5481a43110712e7,Article,Scopus,2-s2.0-43349092967
"Novais-Santos, S., Gee, J., Shah, M., Troiani, V., Work, M., Grossman, M.","Erratum to ""Resolving sentence ambiguity with planning and working memory resources: Evidence from fMRI"" [NeuroImage 37 (2007) 361-378] (DOI:10.1016/j.neuroimage.2007.03.077)",2008,NeuroImage,40,2,,988,989,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-40649117129&partnerID=40&md5=ad7290199d1875bfc97c74b7acb4e090,Erratum,Scopus,2-s2.0-40649117129
"Weiler, J.A., Bellebaum, C., Daum, I.",Aging affects acquisition and reversal of reward-based associative learning,2008,Learning and Memory,15,4,,190,197,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-42149153885&partnerID=40&md5=41e3ee6c62a50d827d5eac3c4651918d,Article,Scopus,2-s2.0-42149153885
"Browning, P.G.F., Gaffan, D.",Impairment in Object-in-Place Scene Learning After Uncinate Fascicle Section in Macaque Monkeys,2008,Behavioral Neuroscience,122,2,,477,482,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-43449119496&partnerID=40&md5=4d07b789211d430d114d76011e882545,Article,Scopus,2-s2.0-43449119496
"Loring, D.W.","Should we ""stick"" with the Wada?: Probing practicable preferences - Commentary on Baxendale et al.",2008,Epilepsia,49,4,,722,724,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-43349085207&partnerID=40&md5=7e7a166eb55af680b8bbdc82a01c6a7f,Letter,Scopus,2-s2.0-43349085207
"Helmstaedter, C.",The role of the Wada test in the surgical treatment of temporal lobe epilepsy: An international perspective - Commentary on Baxendale et al.,2008,Epilepsia,49,4,,720,722,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-43349088600&partnerID=40&md5=7722540d170a200d23ca1196caadc191,Letter,Scopus,2-s2.0-43349088600
"Cross, K., Smith, E.E., Grossman, M.",Knowledge of natural kinds in semantic dementia and Alzheimer's disease,2008,Brain and Language,105,1,,32,40,,4,http://www.scopus.com/inward/record.url?eid=2-s2.0-40849094195&partnerID=40&md5=0edd71983cecbf8376386383161b20f9,Article,Scopus,2-s2.0-40849094195
"Sung, J.-Y., Goo, J.-S., Lee, D.-E., Jin, D.-Q., Bizon, J.L., Gallagher, M., Han, J.-S.",Learning strategy selection in the water maze and hippocampal CREB phosphorylation differ in two inbred strains of mice,2008,Learning and Memory,15,4,,183,188,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-42149187040&partnerID=40&md5=f6f290249bb1854c69517ec5ff6f6360,Article,Scopus,2-s2.0-42149187040
"Manly, J.J., Tang, M.-X., Schupf, N., Stern, Y., Vonsattel, J.-P.G., Mayeux, R.",Frequency and course of mild cognitive impairment in a multiethnic community,2008,Annals of Neurology,63,4,,494,506,,138,http://www.scopus.com/inward/record.url?eid=2-s2.0-42949085136&partnerID=40&md5=07ea6e9f30ff3cd849b471c16b58097a,Article,Scopus,2-s2.0-42949085136
"Jelles, B., Scheltens, Ph., van der Flier, W.M., Jonkman, E.J., da Silva, F.H.L., Stam, C.J.",Global dynamical analysis of the EEG in Alzheimer's disease: Frequency-specific changes of functional interactions,2008,Clinical Neurophysiology,119,4,,837,841,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-40649105975&partnerID=40&md5=2f30035cbca8a6057de9b48e1541c3fc,Article,Scopus,2-s2.0-40649105975
"Zilli, E.A., Hasselmo, M.E.",Modeling the role of working memory and episodic memory in behavioral tasks,2008,Hippocampus,18,2,,193,209,,34,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849087310&partnerID=40&md5=77c8884490c014ff91da1a35485df4bf,Article,Scopus,2-s2.0-39849087310
"Addis, D.R., Schacter, D.L.",Constructive episodic simulation: Temporal distance and detail of past and future events modulate hippocampal engagement,2008,Hippocampus,18,2,,227,237,,98,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849089818&partnerID=40&md5=99ad672f326007a5e61ce5c5f7f0850e,Article,Scopus,2-s2.0-39849089818
"Coluccia, D., Wolf, O.T., Kollias, S., Roozendaal, B., Forster, A., De Quervain, D.J.-F.",Glucocorticoid therapy-induced memory deficits: Acute versus chronic effects,2008,Journal of Neuroscience,28,13,,3474,3478,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-41549101149&partnerID=40&md5=152a37a3ede6f9bdd3cf9afb5c872e8f,Article,Scopus,2-s2.0-41549101149
"Alexander, G.E., Chen, K., Aschenbrenner, M., Merkley, T.L., Santerre-Lemmon, L.E., Shamy, J.L., Skaggs, W.E., Buonocore, M.H., Rapp, P.R., Barnes, C.A.",Age-related regional network of magnetic resonance imaging gray matter in the rhesus macaque,2008,Journal of Neuroscience,28,11,,2710,2718,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-40849094662&partnerID=40&md5=5a6277f402aa680aa74aac35f44080a7,Article,Scopus,2-s2.0-40849094662
"Gold, P.E.",Protein synthesis inhibition and memory: Formation vs amnesia,2008,Neurobiology of Learning and Memory,89,3,,201,211,,50,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849085665&partnerID=40&md5=e7d1a331c7aa4490234be9dfa27b1a64,Article,Scopus,2-s2.0-39849085665
"Eustache, F., Desgranges, B.",MNESIS: Towards the integration of current multisystem models of memory,2008,Neuropsychology Review,18,1,,53,69,,24,http://www.scopus.com/inward/record.url?eid=2-s2.0-42149157682&partnerID=40&md5=8d89036e2873c277123463d3d77103d5,Review,Scopus,2-s2.0-42149157682
"Myskiw, J.C., Rossato, J.I., Bevilaqua, L.R.M., Medina, J.H., Izquierdo, I., Cammarota, M.",On the participation of mTOR in recognition memory,2008,Neurobiology of Learning and Memory,89,3,,338,351,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849110145&partnerID=40&md5=03a452ef1cb5360d5ec63996e745c40a,Article,Scopus,2-s2.0-39849110145
"Klann, E., Sweatt, J.D.",Altered protein synthesis is a trigger for long-term memory formation,2008,Neurobiology of Learning and Memory,89,3,,247,259,,44,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849102665&partnerID=40&md5=a1426a4995b7a877017a540ce6b3b9eb,Article,Scopus,2-s2.0-39849102665
"Axmacher, N., Haupt, S., FernÃ¡ndez, G., Elger, C.E., Fell, J.",The role of sleep in declarative memory consolidation - Direct evidence by intracranial EEG,2008,Cerebral Cortex,18,3,,500,507,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-39349106292&partnerID=40&md5=c157212504f0ae30bbb98ff6cc4803de,Article,Scopus,2-s2.0-39349106292
"Wolf, O.T.",The influence of stress hormones on emotional memory: Relevance for psychopathology,2008,Acta Psychologica,127,3,,513,531,,99,http://www.scopus.com/inward/record.url?eid=2-s2.0-40649114456&partnerID=40&md5=a550d20031528bd0001587563e1e6d11,Article,Scopus,2-s2.0-40649114456
"De Anna, F., Attali, E., Freynet, L., Foubert, L., Laurent, A., Dubois, B., Dalla Barba, G.",Intrusions in story recall: When over-learned information interferes with episodic memory recall. Evidence from Alzheimer's disease,2008,Cortex,44,3,,305,311,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-43549110327&partnerID=40&md5=39260b36e84ee29056154ab902c08470,Article,Scopus,2-s2.0-43549110327
"Anderson, N.D., Ebert, P.L., Jennings, J.M., Grady, C.L., Cabeza, R., Graham, S.J.",Recollection- and Familiarity-Based Memory in Healthy Aging and Amnestic Mild Cognitive Impairment,2008,Neuropsychology,22,2,,177,187,,52,http://www.scopus.com/inward/record.url?eid=2-s2.0-42449164264&partnerID=40&md5=daadde80a0211ca0a7e0ace91ac115f9,Article,Scopus,2-s2.0-42449164264
"Talmi, D., Anderson, A.K., Riggs, L., Caplan, J.B., Moscovitch, M.",Immediate memory consequences of the effect of emotion on attention to pictures,2008,Learning and Memory,15,3,,172,182,,47,http://www.scopus.com/inward/record.url?eid=2-s2.0-41149159770&partnerID=40&md5=3cf6329a88ea81d5a6b17e6d16a9b7fb,Article,Scopus,2-s2.0-41149159770
"Wojtowicz, J.M., Askew, M.L., Winocur, G.",The effects of running and of inhibiting adult neurogenesis on learning and memory in rats,2008,European Journal of Neuroscience,27,6,,1494,1502,,76,http://www.scopus.com/inward/record.url?eid=2-s2.0-40949142384&partnerID=40&md5=1608a6860063f712bed2f8fa98e05fb2,Article,Scopus,2-s2.0-40949142384
"Gold, P.E.",Protein synthesis and memory,2008,Neurobiology of Learning and Memory,89,3,,199,200,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849088734&partnerID=40&md5=623a5b3c0452c07a147cf3ad1a65da7f,Editorial,Scopus,2-s2.0-39849088734
"Libon, D.J., Price, C.C., Giovannetti, T., Swenson, R., Bettcher, B.M., Heilman, K.M., Pennisi, A.",Linking MRI hyperintensities with patterns of neuropsychological impairment: Evidence for a threshold effect,2008,Stroke,39,3,,806,813,,21,http://www.scopus.com/inward/record.url?eid=2-s2.0-41249093695&partnerID=40&md5=f015cc08b22743797a0bbc984605247a,Article,Scopus,2-s2.0-41249093695
"Koene, R.A., Hasselmo, M.E.",Reversed and forward buffering of behavioral spike sequences enables retrospective and prospective retrieval in hippocampal regions CA3 and CA1,2008,Neural Networks,21,3-Feb,,276,288,,16,http://www.scopus.com/inward/record.url?eid=2-s2.0-40649116624&partnerID=40&md5=913f5fc03330429e1857bd10c43912e6,Article,Scopus,2-s2.0-40649116624
"Bloss, E.B., Hunter, R.G., Waters, E.M., Munoz, C., Bernard, K., McEwen, B.S.","Behavioral and biological effects of chronic S18986, a positive AMPA receptor modulator, during aging",2008,Experimental Neurology,210,1,,109,117,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-39149131762&partnerID=40&md5=31dcf3391ecd17a139baca25d13794ca,Article,Scopus,2-s2.0-39149131762
"Bayley, P.J., Wixted, J.T., Hopkins, R.O., Squire, L.R.","Yes/no recognition, forced-choice recognition, and the human hippocampus",2008,Journal of Cognitive Neuroscience,20,3,,505,512,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-39849098502&partnerID=40&md5=80a44c16713b5d2b6ca7e58297747047,Article,Scopus,2-s2.0-39849098502
"Zarrindast, M.-R., Hoghooghi, V., Rezayof, A.",Inhibition of morphine-induced amnesia in morphine-sensitized mice: Involvement of dorsal hippocampal GABAergic receptors,2008,Neuropharmacology,54,3,,569,576,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-38649083430&partnerID=40&md5=2c42da24c6ad150dd89ebc658d45019c,Article,Scopus,2-s2.0-38649083430
"Peters, J., Daum, I.",Differential Effects of Normal Aging on Recollection of Concrete and Abstract Words,2008,Neuropsychology,22,2,,255,261,,13,http://www.scopus.com/inward/record.url?eid=2-s2.0-42449161021&partnerID=40&md5=6988cb501f18d00a544e3ecb40a3a7f1,Article,Scopus,2-s2.0-42449161021
"Le Ber, I., Camuzat, A., Hannequin, D., Pasquier, F., Guedj, E., Rovelet-Lecrux, A., Hahn-Barma, V., Van Der Zee, J., Clot, F., Bakchine, S., Puel, M., Ghanim, M., Lacomblez, L., Mikol, J., Deramecourt, V., Lejeune, P., De La Sayette, V., Belliard, S., Vercelletto, M., Meyrignac, C., Van Broeckhoven, C., Lambert, J.-C., Verpillat, P., Campion, D., Habert, M.-O., Dubois, B., Brice, A., Clerget-Darpoux, F., Didic, M., Desnuelle, C., Duyckaerts, C., Golfier, V., Michel, B.F., Thomas-Anterion, C., Salachas, F., Sellal, F., Camu, W.","Phenotype variability in progranulin mutation carriers: A clinical, neuropsychological, imaging and genetic study",2008,Brain,131,3,,732,746,,119,http://www.scopus.com/inward/record.url?eid=2-s2.0-39749135522&partnerID=40&md5=b3c513e35b01aad6f944122bab586720,Article,Scopus,2-s2.0-39749135522
"Stebbins, G.T., Nyenhuis, D.L., Wang, C., Cox, J.L., Freels, S., Bangen, K., Detoledo-Morrell, L., Sripathirathan, K., Moseley, M., Turner, D.A., Gabrieli, J.D.E., Gorelick, P.B.",Gray matter atrophy in patients with ischemic stroke with cognitive impairment,2008,Stroke,39,3,,785,793,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-41249100987&partnerID=40&md5=73d7a735b9b8b696a039bf7ab6ccbf41,Article,Scopus,2-s2.0-41249100987
"Finney, G.R., Heilman, K.M.",Art in the eye of the beholder: The perception of art during monocular viewing,2008,Cognitive and Behavioral Neurology,21,1,,5,7,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-40449136734&partnerID=40&md5=3839c2358c0929da77ebce3d528bdd32,Article,Scopus,2-s2.0-40449136734
"Bondi, M.W., Jak, A.J., Delano-Wood, L., Jacobson, M.W., Delis, D.C., Salmon, D.P.",Neuropsychological contributions to the early identification of Alzheimer's disease,2008,Neuropsychology Review,18,1,,73,90,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-42149168411&partnerID=40&md5=9c44b5bcb6aca94969151ad14d7c75cf,Review,Scopus,2-s2.0-42149168411
"Izquierdo, I., Bevilaqua, L.R.M., Lima, R.H., Clarke, J.R., da Costa, J.C., Cammarota, M.","Extinction learning: Neurological features, therapeutic applications and the effect of aging",2008,Future Neurology,3,2,,133,140,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-40749091249&partnerID=40&md5=dfc9505f29c9707d1e0676da943355b6,Review,Scopus,2-s2.0-40749091249
"Libon, D.J., Heilman, K.M.",Assessing the impact of vascular disease in demented and nondemented patients,2008,Stroke,39,3,,783,784,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-41249099867&partnerID=40&md5=5f14bfd1cbb9c4c4e650bce9ece85010,Article,Scopus,2-s2.0-41249099867
"Bellebaum, C., Koch, B., Schwarz, M., Daum, I.",Focal basal ganglia lesions are associated with impairments in reward-based reversal learning,2008,Brain,131,3,,829,841,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-39749187584&partnerID=40&md5=4418213f9122febce8ad1a0354a2c316,Article,Scopus,2-s2.0-39749187584
"Korsnes, M.S., Wright, A.A., Gabrieli, J.D.E.",An fMRI analysis of object priming and workload in the precuneus complex,2008,Neuropsychologia,46,5,,1454,1462,,6,http://www.scopus.com/inward/record.url?eid=2-s2.0-42749096625&partnerID=40&md5=f1781d3d64a21c3512cf2038c465cc88,Article,Scopus,2-s2.0-42749096625
"Jefferies, E., Patterson, K., Ralph, M.A.L.",Deficits of knowledge versus executive control in semantic cognition: Insights from cued naming,2008,Neuropsychologia,46,2,,649,658,,59,http://www.scopus.com/inward/record.url?eid=2-s2.0-38749130436&partnerID=40&md5=6ee47ed3613ba97b32d9726c6c95bd87,Article,Scopus,2-s2.0-38749130436
"Gerfo, E.L., Oliveri, M., Torriero, S., Salerno, S., Koch, G., Caltagirone, C.",The influence of rTMS over prefrontal and motor areas in a morphological task: Grammatical vs. semantic effects,2008,Neuropsychologia,46,2,,764,770,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-38749141361&partnerID=40&md5=5da4d25d79f5fab5a68093376cfe9ccd,Article,Scopus,2-s2.0-38749141361
"Luft, T., Amaral, O.B., Schwartsmann, G., Roesler, R.",Transient disruption of fear-related memory by post-retrieval inactivation of gastrin-releasing peptide or N-methyl-D-aspartate receptors in the hippocampus,2008,Current Neurovascular Research,5,1,,21,27,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-39749130324&partnerID=40&md5=033171978c715704063138c059ded74e,Article,Scopus,2-s2.0-39749130324
"Weiss, A.P., Goff, D.C., Duff, M., Roffman, J.L., Schacter, D.L.",Distinguishing familiarity-based from source-based memory performance in patients with schizophrenia,2008,Schizophrenia Research,99,3-Jan,,208,217,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-39049138262&partnerID=40&md5=80f4bbd5d1d0c838a990caba14296147,Article,Scopus,2-s2.0-39049138262
"Chang, Q., Gold, P.E.","Age-related changes in memory and in acetylcholine functions in the hippocampus in the Ts65Dn mouse, a model of Down syndrome",2008,Neurobiology of Learning and Memory,89,2,,167,177,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-36849017423&partnerID=40&md5=1e8cbbe68c6e8449b1a0f470af81a317,Article,Scopus,2-s2.0-36849017423
"Rodricks, C.L., Gibbs, M.E., Jenkin, G., Miller, S.L.",The effect of hypoxia at different embryonic ages on impairment of memory ability in chicks,2008,International Journal of Developmental Neuroscience,26,1,,113,118,,9,http://www.scopus.com/inward/record.url?eid=2-s2.0-38849181564&partnerID=40&md5=1a6b0c332141a09a78d6bd0397f6f3b3,Article,Scopus,2-s2.0-38849181564
"Buchanan, T.W., Tranel, D.",Stress and emotional memory retrieval: Effects of sex and cortisol response,2008,Neurobiology of Learning and Memory,89,2,,134,141,,73,http://www.scopus.com/inward/record.url?eid=2-s2.0-36849062096&partnerID=40&md5=a1b8eafd97c0b8090c8fc1fe03d24e7a,Article,Scopus,2-s2.0-36849062096
"Labudda, K., Todorovski, S., Markowitsch, H.J., Brand, M.",Judgment and memory performance for emotional stimuli in patients with alcoholic Korsakoff syndrome,2008,Journal of Clinical and Experimental Neuropsychology,30,2,,224,235,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349107924&partnerID=40&md5=e073e8676b30a0578ea7b86b73818087,Article,Scopus,2-s2.0-38349107924
"Bracchi-Ricard, V., Brambilla, R., Levenson, J., Hu, W.-H., Bramwell, A., Sweatt, J.D., Green, E.J., Bethea, J.R.",Astroglial nuclear factor-ÎºB regulates learning and memory and synaptic plasticity in female mice,2008,Journal of Neurochemistry,104,3,,611,623,,27,http://www.scopus.com/inward/record.url?eid=2-s2.0-38049117573&partnerID=40&md5=42c2d27b655d9679d7e5eeea2f6804f8,Article,Scopus,2-s2.0-38049117573
"Buckley, M.J., Wilson, C.R.E., Gaffan, D.",Fornix Transection Impairs Visuospatial Memory Acquisition More Than Retrieval,2008,Behavioral Neuroscience,122,1,,44,53,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-40749138096&partnerID=40&md5=fcbc5eed1467513e3bd3e2a3e866d7f9,Article,Scopus,2-s2.0-40749138096
"Uncapher, M.R., Rugg, M.D.",Fractionation of the component processes underlying successful episodic encoding: A combined fMRI and divided-attention study,2008,Journal of Cognitive Neuroscience,20,2,,240,254,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-38549112307&partnerID=40&md5=857db7b8d1c79f046d881b7f0c4c29f7,Article,Scopus,2-s2.0-38549112307
"Kalbe, E., Brand, M., Thiel, A., Kessler, J., Markowitsch, H.J.",Neuropsychological and neural correlates of autobiographical deficits in a mother who killed her children,2008,Neurocase,14,1,,15,28,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-47149087944&partnerID=40&md5=18654859f75836c070d6e8ecfd761e70,Article,Scopus,2-s2.0-47149087944
"Goodrich-Hunsaker, N.J., Hunsaker, M.R., Kesner, R.P.","The Interactions and Dissociations of the Dorsal Hippocampus Subregions: How the Dentate Gyrus, CA3, and CA1 Process Spatial Information",2008,Behavioral Neuroscience,122,1,,16,26,,70,http://www.scopus.com/inward/record.url?eid=2-s2.0-40749130747&partnerID=40&md5=d5533410ea977f50e034a06866698f75,Article,Scopus,2-s2.0-40749130747
"Profitlich, T., Hoppe, C., Reuber, M., Helmstaedter, C., Bauer, J.",Ictal neuropsychological findings in focal nonconvulsive status epilepticus,2008,Epilepsy and Behavior,12,2,,269,275,,10,http://www.scopus.com/inward/record.url?eid=2-s2.0-37748999046&partnerID=40&md5=d051b7cf8320a5479427e1a1fd259319,Article,Scopus,2-s2.0-37748999046
"Helmstaedter, C.",Temporal lobe resection - Does the prospect of seizure freedom outweigh the cognitive risks? Commentary,2008,Nature Clinical Practice Neurology,4,2,,66,67,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-39049142635&partnerID=40&md5=9c402386b4941d6b78a867bcda440287,Short Survey,Scopus,2-s2.0-39049142635
"Ragland, J.D., Moelter, S.T., Bhati, M.T., Valdez, J.N., Kohler, C.G., Siegel, S.J., Gur, R.C., Gur, R.E.",Effect of retrieval effort and switching demand on fMRI activation during semantic word generation in schizophrenia,2008,Schizophrenia Research,99,3-Jan,,312,323,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-39149109131&partnerID=40&md5=36abc08c99d0a5391cfb9f6f00a1a1b4,Article,Scopus,2-s2.0-39149109131
